SampleID,Enterococcus,Staphylococcus,Enterobacteriaceae,Bacteroides,Streptococcus,Parabacteroides,Lactobacillus,UBA1819,Acinetobacter,Finegoldia,Alistipes,Fenollaria,Pseudomonas,Erysipelatoclostridium,Bilophila,Phascolarctobacterium,Eisenbergiella,Akkermansia,Porphyromonas,Veillonella,Anaerococcus,Campylobacter,Bifidobacterium,Sutterella,Peptoniphilus,Hungatella,Ezakiella,Dialister,Faecalibacterium,[Clostridium] innocuum group,UCG-002,Colidextribacter,Flavonifractor,NK4A214 group,Odoribacter,Parasutterella,Lachnoclostridium,Barnesiella,Intestinimonas,Family XIII AD3011 group,Anaerostipes,[Eubacterium] hallii group,DTU089,Oscillibacter,Ruminococcus,Frisingicoccus,Butyricicoccus
208S1,0.16402663070316414,1.9069049026525044e-05,0.8191373283511006,0.000906912203584277,1.9069049026525044e-05,1.9069049026525044e-05,0.0009246947958114197,1.9069049026525044e-05,0.00033786925231571105,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.008909078705798485,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.00028452147563428297,0.0007290862813128502,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.00010669555336285611,1.9069049026525044e-05,0.0002667388834071403,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05
209S1,0.021613805549166136,0.0005676858931414822,0.023233380009010953,0.8450839351606757,1.9069049026525044e-05,1.9069049026525044e-05,6.678657566370378e-05,1.9069049026525044e-05,7.513489762166675e-05,0.002946957651160929,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.01911765728373521,0.00013357315132740756,1.9069049026525044e-05,0.008515288397122232,0.03219947779186318,0.00016696643915925947,1.9069049026525044e-05,0.003957104608074449,0.0004424610637720375,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.005902263624279821,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.00040906777594018563,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0019284623722894466,0.0005509892492255562,0.0010017986349555568,0.0009350120592918529,1.9069049026525044e-05,1.9069049026525044e-05,0.0004007194539822227
220S1,1.9069049026525044e-05,0.11345312962735826,1.9069049026525044e-05,0.0913052578714002,1.9069049026525044e-05,0.1364764113341447,0.05576361386776791,1.9069049026525044e-05,0.0846521422451045,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.012343280306680181,0.009979673439443549,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.013481313242757077,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.019609182898555746,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.000525245970497029,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05
210S1,1.9069049026525044e-05,0.00019415556277032099,1.9069049026525044e-05,0.6362200426893747,1.9069049026525044e-05,0.020968800779194666,1.9069049026525044e-05,0.08076871411245354,1.9069049026525044e-05,0.00013868254483594358,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.004326895398881439,1.9069049026525044e-05,0.056110957640622766,0.0004715206524422081,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.004077266818176741,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0022466572263422856,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.004604260488553326,1.9069049026525044e-05,0.0018028730828672664,0.06909164383726708,1.9069049026525044e-05,1.9069049026525044e-05,0.06293413884655119,0.006712235170059668,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0008598317779828502,1.9069049026525044e-05,0.0003051015986390758,0.00013868254483594358,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05
211S1,0.9093730789245088,0.004532560985515333,1.9069049026525044e-05,0.004423833885413016,0.001060089225997589,1.9069049026525044e-05,0.00807978262635342,0.0020250422394056506,0.00325501755931311,1.9069049026525044e-05,0.0155547707583877,1.9069049026525044e-05,0.0009445666821388774,1.9069049026525044e-05,0.0011484299948307213,1.9069049026525044e-05,1.9069049026525044e-05,0.0026502230649939726,1.9069049026525044e-05,0.03301906121232234,0.000516453725486005,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.00019027242517905444,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05
212S1,0.00041424416610518367,0.00033139533288414696,0.01717732475449495,0.5837804951531652,0.0017398254976417715,0.05379650903819319,0.0012703487760558968,0.006793604324125013,1.9069049026525044e-05,0.011874999428348599,0.051670055652186575,1.9069049026525044e-05,0.005440406714848079,0.0016293603866803892,0.007207848490230196,1.9069049026525044e-05,0.012454941260895856,0.012952034260222076,0.0028444766072555946,1.9069049026525044e-05,0.000856104609950713,1.9069049026525044e-05,0.00033139533288414696,1.9069049026525044e-05,0.0014084301647576244,0.01068749948551374,1.9069049026525044e-05,0.000524709277066566,0.009886627431043718,0.0031482556623993957,0.015824127145218015,0.029024707905103204,0.0014912789979786613,1.9069049026525044e-05,0.020325580416894348,0.02535174296563724,0.00033139533288414696,1.9069049026525044e-05,0.004639534660378058,0.00430813932749391,1.9069049026525044e-05,0.00030377905514380137,0.0008284883322103673,0.001380813887017279,0.01899999908535776,0.005109011381963932,0.000718023221248985
213S1,1.9069049026525044e-05,1.9069049026525044e-05,0.01678530486811526,0.7805166763673597,0.004853582130539353,0.03660409856781762,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.018504281872681282,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.004550233247380644,1.9069049026525044e-05,1.9069049026525044e-05,0.03336837714745805,0.02730139948428386,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.004752465836153116,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.005561396191243008,1.9069049026525044e-05,0.010920559793713544,1.9069049026525044e-05,0.0024267910652696766,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0018200932989522573
214S1,0.031351822184994986,1.9069049026525044e-05,0.025304262575706615,0.2212133646555484,1.9069049026525044e-05,0.02896462760238116,0.0019097556660910653,1.9069049026525044e-05,1.9069049026525044e-05,0.020370727104971363,0.010185363552485682,0.04472011184763244,1.9069049026525044e-05,1.9069049026525044e-05,0.003978657637689719,1.9069049026525044e-05,1.9069049026525044e-05,0.0011140241385531214,0.010026217246978093,0.003342072415659364,0.08625729758511311,0.05633779214968643,0.017665239911342355,0.026418286714259734,0.007320730053349084,1.9069049026525044e-05,0.0028646334991365976,0.11219814538285008,0.005729266998273195,1.9069049026525044e-05,0.003660365026674542,0.013686582273652634,0.004137803943197308,1.9069049026525044e-05,0.014641460106698168,1.9069049026525044e-05,0.021325604938016895,0.020370727104971363,1.9069049026525044e-05,0.0038195113321821306,1.9069049026525044e-05,0.0028646334991365976,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.004296950248704897
215S1,0.02013152250561911,1.9069049026525044e-05,0.02705990362768283,0.2467418748659485,0.004379259765832729,0.007582001982635768,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.00333346638891745,0.026733093197396803,0.02607947233682476,1.9069049026525044e-05,1.9069049026525044e-05,0.0024183971841165814,1.9069049026525044e-05,0.002745207614402606,1.9069049026525044e-05,0.07346698472829831,1.9069049026525044e-05,0.0024183971841165814,0.3763548915173859,1.9069049026525044e-05,1.9069049026525044e-05,0.007647364068692973,1.9069049026525044e-05,0.013529951813841415,0.0385636307737509,0.003791000991317884,1.9069049026525044e-05,0.023268902636364944,0.0015686900653729176,1.9069049026525044e-05,0.0022876730120021714,0.0075166398965785634,1.9069049026525044e-05,0.00045753460240043433,1.9069049026525044e-05,0.0013072417211440982,0.0036602768192034747,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.002679845528345401,0.005686501486976827,1.9069049026525044e-05,1.9069049026525044e-05
216S1,0.0009129142163488861,0.0005071745646382699,0.14809497287437484,0.6554724073385001,0.010954970596186633,0.04077683499691691,0.002738742649046658,0.01065066585740367,1.9069049026525044e-05,0.002231568084408388,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0024344379102636962,0.009534881815199476,1.9069049026525044e-05,1.9069049026525044e-05,0.0012172189551318481,0.00152152369391481,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0016229586068424642,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0006086094775659241,0.050514586637971697,0.00304304738782962,0.0016229586068424642,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.004158831430033815,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.002333002997336042,1.9069049026525044e-05
217S1,0.004586153442961526,1.9069049026525044e-05,0.006732863565198837,0.4135344317291691,0.0021954989886517943,0.08689297108419658,1.9069049026525044e-05,0.002585809919967669,1.9069049026525044e-05,1.9069049026525044e-05,0.29448959767782734,1.9069049026525044e-05,1.9069049026525044e-05,0.000926988461875202,0.009513828950824442,1.9069049026525044e-05,1.9069049026525044e-05,0.017124892111484,1.9069049026525044e-05,0.008830784821021662,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.003220065183355965,1.9069049026525044e-05,0.014636659924345296,1.9069049026525044e-05,0.0011709327939476238,0.01995464636352409,0.0023418655878952475,0.001951554656579373,0.00936746235158099,0.001853976923750404,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.00039031093131587457,0.0070255967636857425,0.001658821458092467,1.9069049026525044e-05,1.9069049026525044e-05,0.001024566194704171,0.015075759722075656,0.0008781995954607178,0.0006342552633882961
218S1,1.9069049026525044e-05,0.0506109926238002,1.9069049026525044e-05,0.0335769943601182,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0006043103596871666,0.07270609014986223,0.15674299954385884,1.9069049026525044e-05,1.9069049026525044e-05,0.0041546337228492705,0.012690517553430498,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0024172414387486664,1.9069049026525044e-05,1.9069049026525044e-05,0.478198341499951,0.013257058515637217,1.9069049026525044e-05,1.9069049026525044e-05,0.02643857823631354,1.9069049026525044e-05,1.9069049026525044e-05,0.009857812742396905,1.9069049026525044e-05,1.9069049026525044e-05,0.0026060884261509057,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.006269719981754353,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05
219S1,1.9069049026525044e-05,0.019226242779736356,1.9069049026525044e-05,0.5655986866187304,0.019286721681213977,0.054920890431829454,0.006967169450222171,1.9069049026525044e-05,0.008485189877310508,0.04927216103381946,0.0066163918216519575,0.007608245805884975,0.0009495187531986813,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0002842508369448281,0.021857074994012956,1.9069049026525044e-05,0.11498853537940462,0.010402371054151156,1.9069049026525044e-05,1.9069049026525044e-05,0.020381389797958956,0.0015180204270883375,0.012664281969414258,0.012216738098479847,0.0018325107147719772,0.009452852300952476,1.9069049026525044e-05,1.9069049026525044e-05,0.0024614912901392565,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.002836460479300519,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05
221S1,1.9069049026525044e-05,1.9069049026525044e-05,0.11460923161831535,0.12738964623518598,1.9069049026525044e-05,0.01948149687544601,1.9069049026525044e-05,0.001519833089573802,1.9069049026525044e-05,0.0018652497008405753,0.0402064935514524,0.08006757049163804,1.9069049026525044e-05,1.9069049026525044e-05,0.002486999601120767,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.1555065583923013,0.0016579997340805115,0.00386866604618786,0.14618030988809844,1.9069049026525044e-05,0.010155248371243132,0.01609641408503163,1.9069049026525044e-05,0.07177757182123547,0.04366065966412013,1.9069049026525044e-05,1.9069049026525044e-05,0.029360411957675723,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.055542991091697136,0.001312583122813738,1.9069049026525044e-05,0.0046285825909747605,0.0010362498338003195,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0035232494349210866,0.002763332890134186,0.0012434998005603835,1.9069049026525044e-05
222S1,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.7708017104745505,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.008081695500667455,1.9069049026525044e-05,0.009642022849806222,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0038408057824954244,1.9069049026525044e-05,0.021084423410157177,0.00236049522049198,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0013202769877328022,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.003400713453251157,0.023164859875675528,0.0003200671485412854,1.9069049026525044e-05,1.9069049026525044e-05,0.05369126416780062,1.9069049026525044e-05,0.011002308231106685,0.0052410995573635485,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0031606630918451935,1.9069049026525044e-05,0.007641603171423189,1.9069049026525044e-05,0.02192459967507805,1.9069049026525044e-05,0.0007601594777855527,1.9069049026525044e-05,1.9069049026525044e-05,1.9069049026525044e-05,0.0012802685941651416
