SampleID,Enterococcaceae,Staphylococcaceae,Enterobacteriaceae,Bifidobacteriaceae,Bacteroidaceae,Streptococcaceae,Rhizobiaceae,Tannerellaceae,Firmicutes,Prevotellaceae,Lactobacillaceae,Lachnospiraceae,Ruminococcaceae,Moraxellaceae,FamilyXI,Rikenellaceae,Pseudomonadaceae,Pasteurellaceae,Erysipelatoclostridiaceae,Micrococcaceae,Oscillospiraceae,Neisseriaceae,Desulfovibrionaceae,Gemellaceae,Atopobiaceae,Acidaminococcaceae,Akkermansiaceae,Porphyromonadaceae,Veillonellaceae,Campylobacteraceae,Corynebacteriaceae,Monoglobaceae,Sutterellaceae,Cyanobacteria,Propionibacteriaceae,Peptostreptococcaceae,[Eubacterium] coprostanoligenes group,Erysipelotrichaceae,Clostridiaceae,Xanthomonadaceae,Marinifilaceae,Comamonadaceae,Proteobacteria,Flavobacteriaceae,Bacteroidota,Saccharimonadaceae,Sphingomonadaceae,Barnesiellaceae,Leuconostocaceae,Anaerovoracaceae,Mitochondria,Weeksellaceae,Rhodobacteraceae,Caulobacteraceae,Fusobacteriaceae,Hungateiclostridiaceae,[Clostridium] methylpentosum group,Synergistaceae,Xanthobacteraceae,Oxalobacteraceae,UCG-011,Yersiniaceae,Marinilabiliaceae,Bacillaceae,Aerococcaceae,Nocardiaceae,Patescibacteria,Christensenellaceae,Sphingobacteriaceae,Eggerthellaceae,Beijerinckiaceae,Exiguobacteraceae,Peptococcaceae,Defluviitaleaceae,Eubacteriaceae,Carnobacteriaceae,AKYH767,LWQ8,Actinobacteriota,Crocinitomicaceae,Deinococcaceae,Butyricicoccaceae,Succinivibrionaceae,Spirosomaceae,Actinomycetaceae,Acidobacteriaceae,Planococcaceae,Methanosarcinaceae,Alcaligenaceae,Cellvibrionaceae,Ethanoligenenaceae,Intrasporangiaceae,Sporichthyaceae,Acidobacteriota,Myxococcota,Leptotrichiaceae,Bdellovibrionota,Burkholderiaceae,Microscillaceae,Acetobacteraceae,Myxococcaceae,Pirellulaceae,Anaerofustaceae,Rubritaleaceae,SC-I-84,Methanobacteriaceae,Morganellaceae,Halieaceae,Thermaceae,UCG-010,Coriobacteriaceae,Pseudonocardiaceae,Chitinophagaceae,cvE6,Spirochaetaceae,Rhodocyclaceae,Nakamurellaceae,Microbacteriaceae,Ilumatobacteraceae,Verrucomicrobiaceae,Iamiaceae,Sulfurospirillaceae,Selenomonadaceae,Holophagaceae,Victivallaceae,Methanomassiliicoccaceae,vadinBE97,67-14
208S1,9224,0,46064,41,51,0,43,0,1,0,52,13,0,19,0,0,0,0,501,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,15,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209S1,2589,68,3210,20,101228,5,19,0,303,0,8,21052,189,9,1847,0,0,0,72,12,819,0,0,0,0,0,2290,16,1075,3857,0,0,0,3,0,51,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220S1,0,1296,0,0,1043,0,3929,1559,1,0,637,10,0,1504,0,0,141,0,114,319,0,0,0,0,0,0,154,0,0,224,0,0,6,1193,602,0,0,0,0,320,0,54,687,205,0,0,747,0,214,0,258,1474,569,380,0,0,0,0,133,442,0,0,0,431,0,74,0,0,852,0,0,370,0,0,0,332,0,301,0,0,287,0,0,0,0,0,0,214,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
210S1,0,7,0,0,22938,4,0,756,259,0,0,4981,3342,0,5,0,0,0,156,0,2561,0,0,0,0,2023,0,0,643,147,0,0,2269,0,0,0,0,1036,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211S1,133821,808,0,0,651,156,1280,0,0,0,1189,0,298,479,76,2289,139,0,0,48,93,0,169,0,0,0,390,0,4859,0,178,0,0,497,0,0,0,0,0,0,0,450,134,0,0,0,123,0,0,0,40,0,0,41,166,0,0,0,154,241,0,0,0,25,0,0,128,0,0,0,0,0,0,0,0,0,327,0,26,0,0,0,0,0,0,0,0,0,33,0,0,0,0,138,0,0,102,102,0,97,0,0,0,0,0,0,0,51,50,0,0,0,42,0,0,0,24,0,13,0,0,0,0,0,0,0,0,0
212S1,15,12,622,12,21139,63,0,1948,702,0,46,4094,1832,0,512,1871,197,0,601,0,2056,4,261,0,0,0,469,103,568,0,0,0,918,0,0,52,0,130,10,0,736,0,0,0,0,0,0,0,0,160,0,2,0,0,0,19,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213S1,0,0,166,330,7719,48,0,362,21,29,0,2361,387,0,0,183,0,0,0,0,69,0,0,0,0,129,0,0,318,0,0,0,270,0,0,0,0,47,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214S1,197,0,159,179,1390,0,0,182,0,186,12,661,557,0,1015,64,0,98,0,0,242,0,25,0,0,80,7,63,1329,354,0,0,166,0,0,3,0,36,0,0,92,0,1,0,0,0,0,128,0,28,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
215S1,308,0,414,0,3775,67,0,116,299,0,0,562,260,0,1040,409,0,0,0,0,1688,0,37,0,0,0,0,1124,590,5758,0,0,0,0,0,18,39,12,6,0,154,0,33,0,0,0,0,14,0,56,0,0,0,0,0,48,33,30,0,0,38,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
216S1,9,5,1460,0,6462,108,0,402,9,0,27,464,134,0,44,0,0,0,0,0,544,0,24,0,0,94,0,12,15,0,0,0,0,0,0,0,0,309,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217S1,94,0,138,0,8476,45,0,1781,939,0,0,1876,660,0,630,6036,0,0,59,0,1123,0,273,0,0,0,351,0,481,0,0,20,0,0,0,0,0,338,0,0,38,0,0,0,0,0,0,0,0,144,0,0,0,0,95,80,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218S1,0,1340,0,0,889,0,2084,0,124,0,0,840,19,2243,17880,0,110,0,336,199,69,0,0,0,0,0,64,0,637,351,546,0,0,276,0,0,0,7,339,12,0,430,648,265,0,632,111,0,0,326,218,355,0,0,0,0,0,79,0,0,0,0,0,422,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,239,0,0,295,0,0,0,0,141,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
219S1,0,3179,0,0,93520,3189,3664,9081,403,0,1152,9490,1564,1403,36310,1368,157,0,413,0,407,0,0,0,0,0,47,3614,2020,1720,908,0,0,2282,230,0,0,1563,0,181,0,407,11,0,0,0,420,582,0,0,690,0,605,0,0,0,0,0,0,574,0,0,0,82,561,0,0,0,0,86,0,0,356,354,0,0,0,0,0,0,0,0,0,0,299,233,216,0,0,0,0,0,141,0,136,0,0,0,99,0,0,80,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221S1,0,0,1952,0,1844,0,0,282,344,0,0,363,93,0,2644,582,0,0,0,0,993,0,69,0,0,457,0,2251,748,2116,8,0,166,0,0,0,0,0,0,0,804,0,0,0,0,0,0,67,0,25,0,0,0,0,0,20,0,122,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
222S1,0,0,0,0,19266,0,0,0,6,0,0,4991,325,0,461,0,0,0,161,0,597,0,0,0,0,527,0,0,0,0,132,0,0,0,0,21,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223S1,249,0,7440,0,20336,0,9,1833,624,795,0,2104,17,0,2913,367,3,0,0,0,317,0,408,0,0,15,197,17,767,739,0,0,1464,0,0,0,14,23,0,0,397,0,0,0,0,0,0,7,0,24,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50S1,0,16183,354,0,794,323,3506,0,48,0,0,1255,228,85,0,0,4532,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,943,669,0,0,164,0,0,0,681,10,2040,114,1118,0,0,1531,50,0,109,0,0,0,0,0,0,0,0,0,0,598,0,0,74,742,0,0,0,342,0,0,0,0,0,0,0,92,446,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,10,0,7,0,0,0,0
70S1,0,0,0,0,4346,0,0,1192,46,0,0,8487,912,0,0,297,0,0,0,0,126,0,0,0,0,266,442,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,656,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89S1,0,0,205,0,36781,37,0,911,18,0,0,7311,1795,0,0,459,0,0,37,0,1209,0,0,37,0,0,8798,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93S1,0,0,1478,0,3444,0,0,88,161,51,0,701,421,0,0,1321,0,0,0,0,791,0,17,0,0,0,10,0,105,0,0,0,59,0,0,0,0,0,0,0,239,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114S1,763,0,0,0,12328,0,4,22255,34,0,7,326,398,181,0,67,0,0,0,0,273,0,30,0,0,632,0,0,0,0,0,0,833,0,0,0,0,0,0,0,41,0,0,0,0,0,0,33,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115S1,0,0,0,0,30946,34,95,1926,40,0,3,11445,2043,0,0,379,0,0,230,0,259,0,31,4,0,427,0,0,1054,0,0,33,0,0,0,0,0,0,0,0,328,0,1137,18,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116S1,83,0,0,0,18,23,0,35,412,0,0,16450,3884,0,0,18,0,0,1489,0,2896,0,0,0,0,210,0,0,0,0,0,6377,0,0,0,0,3516,1379,0,0,0,0,0,0,0,0,0,0,0,1184,0,0,0,0,35,0,168,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117S1,0,0,0,0,927,96,101,0,193,0,0,16890,22355,22,0,45,0,0,2246,0,1989,0,30,0,0,0,0,0,18,0,0,24,0,0,0,0,0,4469,0,0,0,34,0,57,0,0,21,0,0,15,0,0,0,0,0,0,733,0,0,0,0,0,50,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
119S1,0,48,181,0,19733,44,0,2198,121,0,0,10613,4257,0,101,3139,0,0,0,0,4441,0,0,0,0,0,4576,0,129,0,0,0,359,0,0,0,114,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129S1,0,0,0,582,11156,83,0,1215,6886,0,38,8204,5209,0,151,8821,33,0,286,0,20293,0,339,0,0,0,1734,4079,650,0,0,571,53,178,0,419,0,156,0,0,406,0,0,0,0,0,0,0,0,389,0,0,0,0,0,73,43,48,0,0,1017,0,0,0,0,0,0,187,0,48,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133S1,0,0,24430,0,28171,89,0,4697,0,0,869,4025,963,0,0,114,0,0,0,0,617,10,0,102,0,18,75,17,96,0,0,0,322,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136S1,0,34,195,483,761,108,1894,0,187,601,0,173,238,40,0,10,0,0,0,0,50,0,24,0,0,82,0,137,0,0,0,102,40,0,0,0,0,0,0,0,0,77,9,593,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138S1,0,0,33,0,5819,47,0,806,3543,0,0,4450,2645,0,0,3143,0,0,46,0,4373,0,164,0,0,151,261,0,0,0,0,0,373,0,0,87,0,100,0,0,0,0,0,0,0,0,0,224,0,773,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,30,90,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
139S1,45,12312,0,0,0,12396,559,0,246,0,0,117,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,12,0,0,0,83,32,487,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,69,0,12,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,17,0,0,0,0,0,0,0,0,0,0
144S1,81,0,0,0,326,0,17,26,27,0,0,99,418,0,266,8,0,0,13883,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147S1,23306,0,244,0,0,0,52,0,16,0,0,1095,26,0,147,0,74,0,0,0,44,0,404,0,0,101,0,0,0,9,29,0,0,0,0,82,0,115,0,0,8,0,0,13,0,0,0,0,0,101,0,0,0,0,17,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150S1,4,22,33111,0,48,42,56,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
